,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
10,uS5BHjGpMDQMTzLfuMVmHw,fujiya-ramen-pittsburgh-2,Fujiya Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/I1bzaMD05hRb1tvo3FzwZA/o.jpg,False,https://www.yelp.com/biz/fujiya-ramen-pittsburgh-2?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,234,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",4.0,"{'latitude': 40.4505, 'longitude': -79.93514}",['delivery'],"{'address1': '815 S Aiken Ave', 'address2': '', 'address3': None, 'city': 'Pittsburgh', 'zip_code': '15232', 'country': 'US', 'state': 'PA', 'display_address': ['815 S Aiken Ave', 'Pittsburgh, PA 15232']}",+14126880188,(412) 688-0188,3774.1507181949946,$$
11,Hdnx6cZBo0JfZopnQDWVYg,teppanyaki-kyoto-pittsburgh,Teppanyaki Kyoto,https://s3-media4.fl.yelpcdn.com/bphoto/SqpYIliRBTBEG6drClLnxg/o.jpg,False,https://www.yelp.com/biz/teppanyaki-kyoto-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,212,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.47573, 'longitude': -79.9204}","['delivery', 'pickup']","{'address1': '5808 Bryant St', 'address2': '', 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15206', 'country': 'US', 'state': 'PA', 'display_address': ['5808 Bryant St', 'Pittsburgh, PA 15206']}",+14124411610,(412) 441-1610,6047.483787401374,$$
12,EeGMEOvdSJPp37tIyjhy4Q,eiwa-japanese-ramen-and-bar-pittsburgh,Eiwa Japanese Ramen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/FByaHI6x8FvtHBOic1IphA/o.jpg,False,https://www.yelp.com/biz/eiwa-japanese-ramen-and-bar-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,31,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.529313175669415, 'longitude': -80.0078657}","['delivery', 'pickup']","{'address1': '4860 McKnight Rd', 'address2': '', 'address3': None, 'city': 'Pittsburgh', 'zip_code': '15237', 'country': 'US', 'state': 'PA', 'display_address': ['4860 McKnight Rd', 'Pittsburgh, PA 15237']}",,,9720.851503975726,
13,z4EIzLJlGd7gyje1Q_hKtw,federal-galley-pittsburgh-2,Federal Galley,https://s3-media3.fl.yelpcdn.com/bphoto/fb0nQzesUR1YpIUFK8VEMQ/o.jpg,False,https://www.yelp.com/biz/federal-galley-pittsburgh-2?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,400,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.451505758840526, 'longitude': -80.00603390226519}",[],"{'address1': ""200 Children's Way"", 'address2': '', 'address3': None, 'city': 'Pittsburgh', 'zip_code': '15212', 'country': 'US', 'state': 'PA', 'display_address': [""200 Children's Way"", 'Pittsburgh, PA 15212']}",,,2402.7396476052068,$$
14,6Az5aA5sdrqwfJjnS8TROQ,bao-pittsburgh,Bao,https://s3-media1.fl.yelpcdn.com/bphoto/oxFrFkialWwcm6ww4KwQ_A/o.jpg,False,https://www.yelp.com/biz/bao-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,194,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,"{'latitude': 40.44123665182891, 'longitude': -79.95801470314531}","['delivery', 'pickup']","{'address1': '114 Atwood St', 'address2': None, 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15213', 'country': 'US', 'state': 'PA', 'display_address': ['114 Atwood St', 'Pittsburgh, PA 15213']}",+14124360068,(412) 436-0068,1824.4466282747142,$$
15,4T2S83-q8rWa0FGVzxjmXQ,love-ramen-pittsburgh-7,Love Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/hKRQgpAiAvnd99BAANQpkA/o.jpg,False,https://www.yelp.com/biz/love-ramen-pittsburgh-7?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,7,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.44128, 'longitude': -79.9586}",[],"{'address1': '3608 Fifth Ave', 'address2': None, 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15213', 'country': 'US', 'state': 'PA', 'display_address': ['3608 Fifth Ave', 'Pittsburgh, PA 15213']}",,,1768.051869885602,$$
16,usFaT18_t4Ql2ZrScBDEiw,la-bodega-taqueria-pittsburgh,La Bodega Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/24wGDCrr2c-2DWb2l7zyPA/o.jpg,False,https://www.yelp.com/biz/la-bodega-taqueria-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,32,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.0,"{'latitude': 40.42868, 'longitude': -79.98321}","['delivery', 'pickup']","{'address1': '1502 E Carson St', 'address2': '', 'address3': None, 'city': 'Pittsburgh', 'zip_code': '15203', 'country': 'US', 'state': 'PA', 'display_address': ['1502 E Carson St', 'Pittsburgh, PA 15203']}",+14125864596,(412) 586-4596,1811.603639202788,
17,gomzC2CMt6MD_ykOSGwdDA,sushi-tomo-pittsburgh,Sushi Tomo,https://s3-media2.fl.yelpcdn.com/bphoto/p4elREGpmBYVeSHTy8i5Fw/o.jpg,False,https://www.yelp.com/biz/sushi-tomo-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,245,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.52581, 'longitude': -80.00491}","['delivery', 'pickup']","{'address1': '4812 McKnight Rd', 'address2': '', 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15237', 'country': 'US', 'state': 'PA', 'display_address': ['4812 McKnight Rd', 'Pittsburgh, PA 15237']}",+14126308666,(412) 630-8666,9281.010078169154,$$
18,1_Dg-GguWatioW4mvFQKQA,little-tokyo-bistro-pittsburgh,Little Tokyo Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/2meEY3qyK-m3_3v80IpGHg/o.jpg,False,https://www.yelp.com/biz/little-tokyo-bistro-pittsburgh?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,173,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 40.4281845092773, 'longitude': -79.9753036499023}",['delivery'],"{'address1': '2122 E Carson St', 'address2': '', 'address3': '', 'city': 'Pittsburgh', 'zip_code': '15203', 'country': 'US', 'state': 'PA', 'display_address': ['2122 E Carson St', 'Pittsburgh, PA 15203']}",+14124889986,(412) 488-9986,1862.0163154320926,$$
19,rXKzE4Iraz7vGWovWW-aBA,yuzu-kitchen-pittsburgh-2,Yuzu Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/JJ21XyXwxbZB87kYkhGAnw/o.jpg,False,https://www.yelp.com/biz/yuzu-kitchen-pittsburgh-2?adjust_creative=riGs9HFJ8WOkIw6XYd7onA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=riGs9HFJ8WOkIw6XYd7onA,309,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.439707, 'longitude': -80.001261}",['delivery'],"{'address1': '409 Wood St', 'address2': '', 'address3': None, 'city': 'Pittsburgh', 'zip_code': '15222', 'country': 'US', 'state': 'PA', 'display_address': ['409 Wood St', 'Pittsburgh, PA 15222']}",+14122889900,(412) 288-9900,1955.4031260498014,$$
